MA_TS,SOBIODANH,HOTEN,CCCD,NGAYSINH,SDT,EMAIL,MA_KH,SOLANGIAHAN
TS0523,523,Nguyen Thi Quyen,606684180598,2005-10-15,0537659360,nguyenthiquyen143@gmail.com,KH0412,0
TS0524,524,Dang Quoc Dung,270651819872,2007-04-11,0906879825,dangquocdung145@gmail.com,KH0412,0
TS0525,525,Le Duc Quyen,175642674906,2001-05-27,0122621273,leducquyen993@gmail.com,KH0412,0
TS0526,526,Bui Ngoc Son,123865039364,2002-12-11,0553666690,buingocson718@gmail.com,KH0412,0
TS0527,527,Bui Van Quyen,811567542812,2007-02-26,0759233877,buivanquyen332@gmail.com,KH0412,0
TS0528,528,Dang Ngoc Son,855758472946,2002-05-21,0302600920,dangngocson830@gmail.com,KH0412,0
TS0529,529,Pham Duc Chau,764734885201,2006-05-22,0709166623,phamducchau706@gmail.com,KH0413,0
TS0530,530,Le Thanh Dung,036209279062,2006-02-03,0597798084,lethanhdung621@gmail.com,KH0413,0
TS0531,531,Tran Quoc Nam,419125276955,2004-12-02,0097889493,tranquocnam841@gmail.com,KH0413,0
TS0532,532,Nguyen Ngoc Binh,618884844755,2000-12-13,0313989321,nguyenngocbinh716@gmail.com,KH0413,0
TS0533,533,Nguyen Minh Hanh,364855090143,2006-02-05,0626847330,nguyenminhhanh350@gmail.com,KH0413,0
TS0534,534,Dang Thi Chau,543563375013,2003-06-04,0955434552,dangthichau858@gmail.com,KH0413,0
TS0535,535,Bui Van Linh,193025819329,2002-07-16,0805068955,buivanlinh485@gmail.com,KH0413,0
TS0536,536,Hoang Quoc Trang,027212539877,2002-03-05,0880496632,hoangquoctrang772@gmail.com,KH0413,0
TS0537,537,Hoang Thi Binh,978559074846,2004-09-21,0387017733,hoangthibinh756@gmail.com,KH0413,0
TS0538,538,Pham Van Phuong,497243991930,2002-05-24,0852625853,phamvanphuong976@gmail.com,KH0413,0
TS0539,539,Pham Duc Quyen,306249070004,2006-04-09,0127739527,phamducquyen385@gmail.com,KH0413,0
TS0540,540,Dang Ngoc Khanh,004706253501,2002-10-03,0121520381,dangngockhanh116@gmail.com,KH0413,0
TS0541,541,Hoang Ngoc Nam,118142007580,1999-10-13,0144904853,hoangngocnam348@gmail.com,KH0413,0
TS0542,542,Pham Van Phuong,313395345856,2005-11-02,0122830609,phamvanphuong315@gmail.com,KH0413,0
TS0543,543,Bui Ngoc Phuong,942179851566,2003-11-27,0077465105,buingocphuong482@gmail.com,KH0413,0
TS0544,544,Hoang Nam,208280726933,2002-04-11,0604217719,hoangnam564@gmail.com,KH0413,0
TS0545,545,Le Quoc Binh,826308403084,2004-08-16,0182914703,lequocbinh313@gmail.com,KH0413,0
TS0546,546,Tran Thi Quyen,248227523582,2002-11-25,0737623226,tranthiquyen724@gmail.com,KH0413,0
TS0547,547,Dang Thi Linh,293170609098,2004-04-24,0114014622,dangthilinh257@gmail.com,KH0413,0
TS0548,548,Le Van Dung,655267143885,2005-10-24,0434914384,levandung436@gmail.com,KH0413,0
TS0549,549,Tran Van Khanh,207009939982,2001-06-07,0382177553,tranvankhanh220@gmail.com,KH0413,0
TS0550,550,Nguyen Ngoc Chau,029626372641,2001-07-07,0858071758,nguyenngocchau969@gmail.com,KH0413,0
TS0551,551,Le Van Giang,716765730045,2006-06-04,0096142369,levangiang787@gmail.com,KH0414,0
TS0552,552,Dang Duc Binh,654768819225,2005-07-18,0273280464,dangducbinh146@gmail.com,KH0414,0
TS0553,553,Tran Thanh Son,243550211089,1996-04-04,0125253296,tranthanhson139@gmail.com,KH0414,0
TS0554,554,Pham Linh,425156597458,2004-03-28,0161792127,phamlinh901@gmail.com,KH0414,0
TS0555,555,Pham Quoc Trang,212793098885,2007-11-02,0202648654,phamquoctrang983@gmail.com,KH0414,0
TS0556,556,Bui Van Trang,559456046952,2003-03-13,0933638971,buivantrang945@gmail.com,KH0414,0
TS0557,557,Tran Ngoc Binh,254487653981,2005-05-27,0261549255,tranngocbinh424@gmail.com,KH0414,0
TS0558,558,Hoang Thanh Giang,935649813719,2007-03-14,0909929931,hoangthanhgiang556@gmail.com,KH0414,0
TS0559,559,Bui Ngoc Binh,059859183711,2005-04-25,0256944000,buingocbinh847@gmail.com,KH0415,0
TS0560,560,Le Duc Trang,868239476009,2001-12-16,0136484341,leductrang456@gmail.com,KH0415,0
TS0561,561,Hoang Ngoc Binh,727931111180,2007-11-09,0071340394,hoangngocbinh777@gmail.com,KH0415,0
TS0562,562,Hoang Van Phuong,208236892281,2005-03-22,0924677372,hoangvanphuong261@gmail.com,KH0415,0
TS0563,563,Hoang Duc Chau,480384324679,2004-10-15,0351532066,hoangducchau948@gmail.com,KH0415,0
TS0564,564,Tran Minh Nam,445085033796,2007-02-27,0529524947,tranminhnam611@gmail.com,KH0415,0
TS0565,565,Nguyen Ngoc Hanh,959432217426,2002-03-22,0530107946,nguyenngochanh233@gmail.com,KH0415,0
TS0566,566,Dang Thi Binh,538540229591,2002-01-11,0165717721,dangthibinh794@gmail.com,KH0415,0
TS0567,567,Le Minh Quyen,478823943797,2003-03-19,0699958299,leminhquyen773@gmail.com,KH0415,0
TS0568,568,Tran Thanh Binh,123165177636,1999-01-17,0511307343,tranthanhbinh922@gmail.com,KH0415,0
TS0569,569,Hoang Quoc Trang,656072185444,2006-08-13,0659131034,hoangquoctrang387@gmail.com,KH0415,0
TS0570,570,Pham Quoc Dung,527890185650,2004-11-07,0235033449,phamquocdung316@gmail.com,KH0415,0
TS0571,571,Tran Ngoc An,116470625970,2000-07-15,0330064731,tranngocan461@gmail.com,KH0415,0
TS0572,572,Nguyen Van Linh,729013811443,2007-04-08,0250611789,nguyenvanlinh120@gmail.com,KH0415,0
TS0573,573,Bui Thanh Khanh,355231500180,2002-06-20,0107843570,buithanhkhanh558@gmail.com,KH0415,0
TS0574,574,Hoang Duc Khanh,389584935651,2006-04-10,0729375412,hoangduckhanh827@gmail.com,KH0415,0
TS0575,575,Pham Thi Quyen,561756523667,2000-08-08,0023019173,phamthiquyen584@gmail.com,KH0415,0
TS0576,576,Pham Van Phuong,885605763806,2007-10-25,0201025011,phamvanphuong578@gmail.com,KH0415,0
TS0577,577,Hoang Thanh Dung,700553838211,2001-07-07,0681327030,hoangthanhdung819@gmail.com,KH0416,0
TS0578,578,Le Ngoc Chau,141109163421,2000-02-06,0708130948,lengocchau952@gmail.com,KH0416,0
TS0579,579,Bui Van Trang,195144506369,2007-09-13,0594281507,buivantrang810@gmail.com,KH0416,0
TS0580,580,Hoang Duc Phuong,916072016020,2002-01-18,0152678161,hoangducphuong477@gmail.com,KH0416,0
TS0581,581,Tran Thanh Phuong,400017823607,2007-05-19,0753468628,tranthanhphuong914@gmail.com,KH0416,0
TS0582,582,Tran Van Dung,018930260418,2005-02-09,0429491208,tranvandung941@gmail.com,KH0416,0
TS0583,583,Dang Thanh Son,049286551053,2002-05-05,0507026172,dangthanhson389@gmail.com,KH0416,0
TS0584,584,Nguyen Minh Chau,689812806592,2000-03-22,0781567450,nguyenminhchau155@gmail.com,KH0416,0
TS0585,585,Nguyen Thanh Dung,597734933759,2000-09-12,0182769971,nguyenthanhdung634@gmail.com,KH0416,0
TS0586,586,Hoang Thi Dung,885850591676,2006-07-14,0940845212,hoangthidung591@gmail.com,KH0416,0
TS0587,587,Tran Chau,169041659138,2005-10-26,0104147668,tranchau148@gmail.com,KH0416,0
TS0588,588,Le Minh Binh,939577699923,2000-05-19,0401993255,leminhbinh247@gmail.com,KH0416,0
TS0589,589,Bui Thanh Quyen,095867103992,2000-01-06,0674395581,buithanhquyen366@gmail.com,KH0416,0
TS0590,590,Hoang Thanh Son,992022598560,2005-12-24,0997397564,hoangthanhson578@gmail.com,KH0416,0
TS0591,591,Hoang Duc Binh,365821745719,2005-11-11,0935700948,hoangducbinh454@gmail.com,KH0416,0
TS0592,592,Nguyen Thi Giang,755714961369,2001-10-22,0091825448,nguyenthigiang178@gmail.com,KH0416,0
TS0593,593,Pham Chau,537656927855,2000-09-24,0995517873,phamchau432@gmail.com,KH0416,0
TS0594,594,Hoang Minh Linh,178220424791,2003-12-15,0593842111,hoangminhlinh189@gmail.com,KH0416,0
TS0595,595,Hoang Minh Nam,418362707003,1997-12-21,0583876673,hoangminhnam277@gmail.com,KH0416,0
TS0596,596,Bui Dung,244458462550,2000-08-22,0455193363,buidung139@gmail.com,KH0417,0
TS0597,597,Nguyen Ngoc Dung,982600880967,2000-09-01,0825513027,nguyenngocdung957@gmail.com,KH0417,0
TS0598,598,Dang Thi Hanh,167306894127,2006-10-21,0320737796,dangthihanh539@gmail.com,KH0417,0
TS0599,599,Bui Thanh Linh,809110261753,2005-02-24,0800153265,buithanhlinh389@gmail.com,KH0417,0
TS0600,600,Dang Duc Phuong,524170364088,2006-11-06,0660088873,dangducphuong879@gmail.com,KH0417,0
TS0601,601,Le Minh Nam,699762056705,2006-09-16,0548225050,leminhnam966@gmail.com,KH0417,2
TS0602,602,Nguyen Thi Khanh,576752319725,2003-07-15,0412723264,nguyenthikhanh174@gmail.com,KH0417,0
TS0603,603,Nguyen Thanh Linh,150481689226,2004-09-25,0862322734,nguyenthanhlinh847@gmail.com,KH0417,0
TS0604,604,Tran Chau,474134117367,2005-05-14,0260013436,tranchau261@gmail.com,KH0417,0
TS0605,605,Pham Minh Phuong,098845723945,2000-02-01,0173158921,phamminhphuong503@gmail.com,KH0417,0
TS0606,606,Tran Nam,177640570082,2000-03-25,0660873941,trannam457@gmail.com,KH0417,0
TS0607,607,Le Thanh Hanh,824694177218,2000-08-28,0546197991,lethanhhanh269@gmail.com,KH0417,0
TS0608,608,Nguyen Thi Trang,642051860685,2002-05-27,0414343357,nguyenthitrang149@gmail.com,KH0418,0
TS0609,609,Pham Thanh Khanh,195691416980,2004-07-23,0519310614,phamthanhkhanh668@gmail.com,KH0418,0
TS0610,610,Le Ngoc Binh,602765225371,2005-09-28,0694175724,lengocbinh555@gmail.com,KH0418,0
TS0611,611,Dang Minh Nam,084601999304,1998-11-06,0460705141,dangminhnam794@gmail.com,KH0418,0
TS0612,612,Hoang Quoc Chau,988282742051,2006-09-06,0990057010,hoangquocchau363@gmail.com,KH0418,0
TS0613,613,Tran Quyen,654614923212,2003-09-17,0695541436,tranquyen657@gmail.com,KH0418,0
TS0614,614,Bui Thi Linh,622769026653,1996-10-11,0276755954,buithilinh219@gmail.com,KH0418,0
TS0615,615,Tran Chau,109562792750,2004-06-20,0992261157,tranchau498@gmail.com,KH0418,0
TS0616,616,Tran Nam,079397527481,2001-05-28,0902739000,trannam602@gmail.com,KH0418,0
TS0617,617,Bui Van Dung,726044965645,2000-10-08,0959749289,buivandung950@gmail.com,KH0418,0
TS0618,618,Hoang Ngoc Giang,716477404166,2006-04-16,0468589178,hoangngocgiang578@gmail.com,KH0418,0
TS0619,619,Bui Dung,821194953223,1996-05-19,0218265895,buidung402@gmail.com,KH0418,0
TS0620,620,Nguyen Thanh Chau,539678398164,2001-09-28,0974638478,nguyenthanhchau766@gmail.com,KH0418,0
TS0621,621,Pham Duc Son,341937235605,2002-01-09,0588523225,phamducson661@gmail.com,KH0418,0
TS0622,622,Tran Van Hanh,117686697749,2003-01-21,0878198770,tranvanhanh743@gmail.com,KH0418,0
TS0623,623,Nguyen Ngoc Giang,198582188457,2006-11-07,0351519128,nguyenngocgiang571@gmail.com,KH0418,0
TS0624,624,Dang Quoc Dung,150934462133,2002-12-27,0026525124,dangquocdung508@gmail.com,KH0418,0
TS0625,625,Hoang Trang,090803751804,2003-10-12,0329286125,hoangtrang969@gmail.com,KH0418,0
TS0626,626,Tran Linh,205073050711,2002-09-04,0125626395,tranlinh490@gmail.com,KH0419,0
TS0627,627,Bui Minh Binh,741387038562,2007-11-17,0169989703,buiminhbinh203@gmail.com,KH0419,0
TS0628,628,Dang Thanh Khanh,359927901556,2005-12-20,0675504024,dangthanhkhanh468@gmail.com,KH0419,0
TS0629,629,Tran Ngoc Son,215389324743,2000-07-04,0240286447,tranngocson723@gmail.com,KH0419,0
TS0630,630,Bui Van Dung,407881966330,1995-07-08,0999484698,buivandung433@gmail.com,KH0419,0
TS0631,631,Pham Quyen,958439574097,2001-12-06,0410436180,phamquyen133@gmail.com,KH0419,0
TS0632,632,Le Thanh Khanh,997635388298,2002-06-06,0536372577,lethanhkhanh224@gmail.com,KH0419,0
TS0633,633,Hoang Duc Dung,761081355562,2001-09-02,0481138858,hoangducdung199@gmail.com,KH0419,0
TS0634,634,Dang Ngoc Quyen,256548662976,2004-06-18,0395778955,dangngocquyen892@gmail.com,KH0419,0
TS0635,635,Tran Thi An,029363192514,2000-07-26,0641592300,tranthian180@gmail.com,KH0419,0
TS0636,636,Le Minh Chau,179678268329,2000-09-18,0699112890,leminhchau898@gmail.com,KH0419,0
TS0637,637,Bui Ngoc Linh,629744796126,1996-12-05,0969757451,buingoclinh146@gmail.com,KH0419,0
TS0638,638,Tran Quoc Quyen,122894588997,2005-03-27,0538185623,tranquocquyen174@gmail.com,KH0419,0
TS0639,639,Tran Duc Nam,868045065794,2001-03-28,0342570952,tranducnam861@gmail.com,KH0419,0
TS0640,640,Tran Thanh Nam,203252529097,2005-05-27,0202608172,tranthanhnam463@gmail.com,KH0419,0
TS0641,641,Nguyen Quoc Linh,369280491121,2005-03-27,0421222613,nguyenquoclinh965@gmail.com,KH0419,0
TS0642,642,Le Van Khanh,548260451340,2000-04-09,0637402872,levankhanh458@gmail.com,KH0420,0
TS0643,643,Bui Van Khanh,327650839692,2001-02-10,0721393144,buivankhanh675@gmail.com,KH0420,0
TS0644,644,Pham Trang,506062221934,2003-06-10,0868518818,phamtrang875@gmail.com,KH0420,0
TS0645,645,Pham Duc Phuong,863983546090,2004-08-26,0565187096,phamducphuong440@gmail.com,KH0420,0
TS0646,646,Pham Duc Giang,681727947888,2004-11-24,0203894759,phamducgiang750@gmail.com,KH0420,0
TS0647,647,Bui Quoc Binh,652159502624,2000-04-25,0770223461,buiquocbinh749@gmail.com,KH0420,0
TS0648,648,Dang Van Giang,740951674003,2000-04-23,0138045567,dangvangiang181@gmail.com,KH0420,0
TS0649,649,Le Ngoc Hanh,250057961131,2004-02-01,0960696853,lengochanh763@gmail.com,KH0420,0
TS0650,650,Dang Van Khanh,246222739260,2007-07-07,0484491758,dangvankhanh360@gmail.com,KH0420,0
TS0651,651,Le Van Phuong,181484407011,2007-04-26,0131129557,levanphuong797@gmail.com,KH0420,0
TS0652,652,Hoang Quoc An,837093297283,2005-05-26,0010272980,hoangquocan896@gmail.com,KH0420,0
TS0653,653,Tran Van Phuong,471723143673,2003-08-24,0063397767,tranvanphuong768@gmail.com,KH0420,0
TS0654,654,Le Thanh Quyen,044884106938,2000-04-02,0415759928,lethanhquyen544@gmail.com,KH0420,0
TS0655,655,Pham Ngoc Chau,538435192946,2006-01-04,0579429467,phamngocchau115@gmail.com,KH0420,0
TS0656,656,Pham Thanh Giang,729431977323,2005-11-20,0247650606,phamthanhgiang556@gmail.com,KH0420,0
TS0657,657,Tran Thi Giang,020388002527,2001-05-12,0869648959,tranthigiang839@gmail.com,KH0420,0
TS0658,658,Nguyen Ngoc Dung,998068972344,2003-06-06,0270999382,nguyenngocdung403@gmail.com,KH0420,0
TS0659,659,Pham Thanh Hanh,032824346820,2003-01-01,0344373769,phamthanhhanh627@gmail.com,KH0420,0
TS0660,660,Tran Quoc Linh,611672362438,2002-01-19,0389067610,tranquoclinh971@gmail.com,KH0421,0
TS0661,661,Nguyen Quoc Trang,684262240497,2001-10-03,0033166489,nguyenquoctrang634@gmail.com,KH0421,0
TS0662,662,Nguyen Quoc Trang,987604572206,2002-07-02,0302180161,nguyenquoctrang703@gmail.com,KH0421,0
TS0663,663,Le Quoc Khanh,439179722506,1999-01-07,0710109939,lequockhanh915@gmail.com,KH0421,0
TS0664,664,Le Duc Hanh,835525737058,2004-05-15,0711994912,leduchanh272@gmail.com,KH0421,0
TS0665,665,Bui Duc Linh,594476477173,2006-12-24,0175464397,buiduclinh461@gmail.com,KH0421,0
TS0666,666,Pham Ngoc Hanh,741464080602,2003-04-06,0863084043,phamngochanh904@gmail.com,KH0421,0
TS0667,667,Bui Ngoc Giang,510010288391,2006-01-19,0390222625,buingocgiang113@gmail.com,KH0421,0
TS0668,668,Pham Duc Trang,960074017710,2006-04-21,0525879526,phamductrang601@gmail.com,KH0421,0
TS0669,669,Le Chau,707293846439,2000-02-03,0862072082,lechau775@gmail.com,KH0421,0
TS0670,670,Bui Duc Chau,633244138088,2004-09-09,0252068671,buiducchau502@gmail.com,KH0421,0
TS0671,671,Hoang Quoc Giang,822537258739,2001-01-11,0052821508,hoangquocgiang160@gmail.com,KH0421,0
TS0672,672,Bui Thi Khanh,387051408047,2004-07-18,0250932532,buithikhanh781@gmail.com,KH0422,0
TS0673,673,Hoang Quoc Phuong,084949852209,1995-04-26,0959791278,hoangquocphuong530@gmail.com,KH0422,0
TS0674,674,Dang Minh Chau,223010365718,2001-08-12,0684451912,dangminhchau389@gmail.com,KH0422,0
TS0675,675,Pham Van Binh,557401539585,2003-01-21,0856749259,phamvanbinh905@gmail.com,KH0422,0
TS0676,676,Le Thanh Khanh,653018661583,2006-12-14,0533940992,lethanhkhanh582@gmail.com,KH0422,0
TS0677,677,Hoang Van Chau,510431141842,2007-12-23,0813161780,hoangvanchau637@gmail.com,KH0422,0
TS0678,678,Bui Ngoc Binh,713258918303,2000-10-21,0624065099,buingocbinh530@gmail.com,KH0422,0
TS0679,679,Dang Thi Trang,130978067140,2002-09-22,0765163929,dangthitrang727@gmail.com,KH0422,0
TS0680,680,Le Minh Son,451724653724,2002-09-26,0338344772,leminhson245@gmail.com,KH0422,0
TS0681,681,Hoang Ngoc Trang,601227524311,2003-08-26,0129640202,hoangngoctrang201@gmail.com,KH0422,0
TS0682,682,Dang Van Giang,152843502251,2001-12-02,0029096470,dangvangiang229@gmail.com,KH0422,0
TS0683,683,Dang Duc Phuong,599644620972,2005-04-05,0494435682,dangducphuong124@gmail.com,KH0422,0
TS0684,684,Bui Thi Hanh,276390597242,2000-03-04,0481148556,buithihanh218@gmail.com,KH0422,0
TS0685,685,Le Minh Chau,924251768939,2007-03-21,0237056741,leminhchau686@gmail.com,KH0422,0
TS0686,686,Hoang Van Trang,655994138439,1999-10-09,0683102599,hoangvantrang677@gmail.com,KH0422,0
TS0687,687,Hoang Minh Nam,037299696784,2006-10-10,0563831064,hoangminhnam475@gmail.com,KH0422,0
TS0688,688,Nguyen Thanh Hanh,328641074622,2003-10-20,0422871604,nguyenthanhhanh590@gmail.com,KH0422,0
TS0689,689,Tran Duc Dung,907570084798,2006-11-17,0570268243,tranducdung899@gmail.com,KH0422,0
TS0690,690,Dang An,697012896267,2003-01-11,0656699789,dangan582@gmail.com,KH0422,0
TS0691,691,Tran An,137570505786,2004-06-17,0441584213,tranan238@gmail.com,KH0422,0
TS0692,692,Nguyen Minh Binh,909748225988,2006-07-14,0685916380,nguyenminhbinh639@gmail.com,KH0422,0
TS0693,693,Hoang Quoc Dung,587180766427,2001-10-13,0970051634,hoangquocdung148@gmail.com,KH0423,0
TS0694,694,Bui Minh Trang,468111600576,2000-03-02,0976011161,buiminhtrang742@gmail.com,KH0423,0
TS0695,695,Tran Ngoc Chau,738600817936,2006-03-02,0089692283,tranngocchau630@gmail.com,KH0423,0
TS0696,696,Dang Minh Dung,831513504010,2004-05-25,0125592854,dangminhdung827@gmail.com,KH0423,0
TS0697,697,Dang Duc Phuong,270514484918,2007-09-11,0189425823,dangducphuong172@gmail.com,KH0423,0
TS0698,698,Dang Ngoc Quyen,115531909647,2001-09-02,0148715043,dangngocquyen858@gmail.com,KH0423,0
TS0699,699,Nguyen Linh,557667903769,2006-03-03,0131384953,nguyenlinh242@gmail.com,KH0423,0
TS0700,700,Bui Son,728356346608,2002-09-06,0255690856,buison775@gmail.com,KH0423,0
TS0701,701,Pham Minh Hanh,816715088422,2000-11-17,0008341527,phamminhhanh790@gmail.com,KH0423,0
TS0702,702,Pham Quoc Son,990405365230,2004-05-25,0006495386,phamquocson794@gmail.com,KH0423,0
TS0703,703,Bui Phuong,677245234596,2000-03-13,0683460123,buiphuong711@gmail.com,KH0423,0
TS0704,704,Bui Thi Linh,880232290271,2006-03-25,0866368176,buithilinh996@gmail.com,KH0423,0
TS0705,705,Le Quoc Quyen,671163238864,2005-06-23,0576105496,lequocquyen618@gmail.com,KH0423,0
TS0706,706,Bui Trang,792158403787,2001-12-06,0220736408,buitrang355@gmail.com,KH0424,0
TS0707,707,Hoang Phuong,643771324022,1998-06-10,0745226662,hoangphuong989@gmail.com,KH0424,0
TS0708,708,Tran Thanh Giang,944014505064,2000-04-28,0439341098,tranthanhgiang379@gmail.com,KH0424,0
TS0709,709,Tran Thanh An,460548160991,2002-09-02,0121820509,tranthanhan400@gmail.com,KH0424,0
TS0710,710,Dang Khanh,237315598530,1999-09-12,0501782458,dangkhanh338@gmail.com,KH0424,0
TS0711,711,Tran Thanh Nam,662095351361,2002-06-21,0916077892,tranthanhnam907@gmail.com,KH0424,0
TS0712,712,Hoang Quoc Phuong,854542719402,2004-02-05,0174764278,hoangquocphuong693@gmail.com,KH0424,0
TS0713,713,Tran Hanh,397748132074,2005-01-07,0111022144,tranhanh262@gmail.com,KH0424,0
TS0714,714,Le Ngoc Son,177724901755,2001-01-07,0525144233,lengocson552@gmail.com,KH0424,0
TS0715,715,Pham Thi Giang,450315750829,2005-12-07,0378874942,phamthigiang831@gmail.com,KH0424,0
TS0716,716,Nguyen Thi Quyen,244853731735,2001-02-01,0446776762,nguyenthiquyen364@gmail.com,KH0424,0
TS0717,717,Le Nam,282033802910,2000-11-26,0031021896,lenam567@gmail.com,KH0424,0
TS0718,718,Tran Thanh Chau,677244515310,2001-05-27,0286939609,tranthanhchau688@gmail.com,KH0424,0
TS0719,719,Nguyen Van Khanh,407379900225,2007-10-08,0567139234,nguyenvankhanh894@gmail.com,KH0424,0
TS0720,720,Pham Thanh Nam,181383727665,2000-11-09,0913127283,phamthanhnam294@gmail.com,KH0424,0
TS0721,721,Le Minh Nam,637119248660,2007-03-08,0220080705,leminhnam499@gmail.com,KH0424,0
TS0722,722,Nguyen Phuong,737554102852,2004-09-24,0681945292,nguyenphuong525@gmail.com,KH0424,0
TS0723,723,Bui Quoc Quyen,010631653496,1998-02-24,0190373312,buiquocquyen905@gmail.com,KH0424,0
TS0724,724,Bui Van Nam,963420823884,2002-03-18,0108216461,buivannam977@gmail.com,KH0424,0
TS0725,725,Tran Thi Giang,775555128651,2004-12-28,0610739061,tranthigiang485@gmail.com,KH0425,0
TS0726,726,Pham Trang,366337676904,2005-01-16,0507458891,phamtrang422@gmail.com,KH0425,0
TS0727,727,Hoang Duc Nam,998217314419,1997-09-24,0636719815,hoangducnam163@gmail.com,KH0425,0
TS0728,728,Pham Quoc Son,631409757830,2003-03-22,0069380657,phamquocson323@gmail.com,KH0425,0
TS0729,729,Tran Ngoc Khanh,863724251372,2003-04-22,0934818828,tranngockhanh612@gmail.com,KH0425,0
TS0730,730,Le Van Quyen,897194327535,2002-05-07,0067310504,levanquyen141@gmail.com,KH0425,0
TS0731,731,Tran Ngoc Quyen,307998229031,2000-05-15,0763412759,tranngocquyen288@gmail.com,KH0425,0
TS0732,732,Nguyen Duc Giang,722517621800,2007-08-06,0168108878,nguyenducgiang611@gmail.com,KH0425,0
TS0733,733,Hoang Quoc Quyen,719985917354,2007-01-19,0917468374,hoangquocquyen939@gmail.com,KH0425,0
TS0734,734,Nguyen Duc Dung,563888476737,2006-02-13,0689586856,nguyenducdung909@gmail.com,KH0425,0
TS0735,735,Le Son,437503276938,2004-12-02,0143409126,leson124@gmail.com,KH0425,0
TS0736,736,Pham Minh Quyen,721654529403,2002-11-22,0801364814,phamminhquyen871@gmail.com,KH0425,0
TS0737,737,Le Duc Khanh,874344455392,2004-04-11,0066871301,leduckhanh376@gmail.com,KH0425,0
TS0738,738,Le Duc Son,404024441644,2001-02-25,0148746653,leducson223@gmail.com,KH0425,0
TS0739,739,Bui Duc Nam,051009653520,2004-03-16,0626945564,buiducnam348@gmail.com,KH0425,0
TS0740,740,Tran Minh An,704501691587,2000-03-01,0913450835,tranminhan130@gmail.com,KH0425,0
TS0741,741,Dang Thanh Khanh,340074156010,2006-11-09,0597090939,dangthanhkhanh148@gmail.com,KH0425,0
TS0742,742,Le Ngoc An,565019191129,2001-03-19,0078133247,lengocan685@gmail.com,KH0425,0
TS0743,743,Hoang Duc An,020831819174,2003-07-18,0461620905,hoangducan419@gmail.com,KH0425,0
TS0744,744,Hoang Thanh Binh,440854572943,2006-05-17,0523294287,hoangthanhbinh876@gmail.com,KH0425,0
TS0745,745,Le Van Son,238515501724,2003-02-27,0899183912,levanson318@gmail.com,KH0426,0
TS0746,746,Pham Van Linh,106093449562,2005-04-28,0718827968,phamvanlinh136@gmail.com,KH0426,0
TS0747,747,Bui Minh Dung,829473598710,2006-12-16,0232221474,buiminhdung563@gmail.com,KH0426,0
TS0748,748,Tran Thanh Quyen,547654863889,2002-05-27,0853109872,tranthanhquyen469@gmail.com,KH0426,0
TS0749,749,Nguyen Thanh An,277235415505,2005-08-16,0145081412,nguyenthanhan473@gmail.com,KH0426,0
TS0750,750,Dang Van Giang,856603262093,2000-09-23,0697160320,dangvangiang110@gmail.com,KH0426,0
TS0751,751,Pham Thanh Linh,513457746850,2002-09-20,0332134322,phamthanhlinh386@gmail.com,KH0426,0
TS0752,752,Hoang Thi Quyen,974768734953,2001-05-20,0465728431,hoangthiquyen270@gmail.com,KH0426,0
TS0753,753,Bui Minh Binh,035380900126,2001-07-12,0836089320,buiminhbinh629@gmail.com,KH0426,0
TS0754,754,Bui Nam,801158110188,2002-09-28,0360504950,buinam796@gmail.com,KH0426,0
TS0755,755,Pham Thanh Phuong,172515012722,2006-11-04,0232190577,phamthanhphuong440@gmail.com,KH0426,0
TS0756,756,Hoang Ngoc Phuong,106780419770,2005-12-28,0098882925,hoangngocphuong438@gmail.com,KH0426,0
TS0757,757,Pham Minh Quyen,026755763359,2005-12-01,0192141139,phamminhquyen893@gmail.com,KH0426,0
TS0758,758,Le Quoc Khanh,833433681499,1996-10-25,0761658667,lequockhanh570@gmail.com,KH0426,0
TS0759,759,Le Phuong,308280186116,2003-03-01,0034465997,lephuong742@gmail.com,KH0426,0
TS0760,760,Le Duc Dung,618779444302,2000-10-27,0329784898,leducdung953@gmail.com,KH0426,0
TS0761,761,Tran Quoc Phuong,618129102881,2002-06-14,0846080347,tranquocphuong439@gmail.com,KH0426,0
TS0762,762,Tran Thi Binh,824282508350,2000-09-07,0077862285,tranthibinh454@gmail.com,KH0426,0
TS0763,763,Nguyen Duc Trang,076687788444,2002-05-20,0118026817,nguyenductrang386@gmail.com,KH0427,0
TS0764,764,Tran Ngoc Phuong,506600455994,2004-07-28,0565468337,tranngocphuong535@gmail.com,KH0427,1
TS0765,765,Bui Duc Binh,602623689163,2002-06-23,0299074672,buiducbinh897@gmail.com,KH0427,0
TS0766,766,Pham Nam,496254361212,2007-11-02,0955821510,phamnam834@gmail.com,KH0427,0
TS0767,767,Dang Ngoc Giang,535967471197,2007-11-25,0465476623,dangngocgiang128@gmail.com,KH0427,0
TS0768,768,Bui Thanh Chau,991455087582,2006-02-12,0413625803,buithanhchau832@gmail.com,KH0427,0
TS0769,769,Dang Van Quyen,437256774619,2005-07-20,0081134979,dangvanquyen255@gmail.com,KH0427,0
TS0770,770,Tran Thi Quyen,230020358691,2006-11-23,0243081127,tranthiquyen442@gmail.com,KH0427,0
TS0771,771,Tran Minh An,825381879307,2006-04-28,0871505022,tranminhan958@gmail.com,KH0427,0
TS0772,772,Tran Trang,996372320094,2003-04-01,0699822060,trantrang716@gmail.com,KH0428,0
